modelo,nome,posto,entrada,saida,duracao,perna
Accelo,Accelo_0,30A,330.0,583.0,253.0,1
Accelo,Accelo_0,31A,583.0,899.0,316.0,1
Accelo,Accelo_2,30A,990.0,1243.0,253.0,1
Actros,Actros_1,30B,660.0,1412.0,752.0,2
Accelo,Accelo_2,31A,1243.0,1559.0,316.0,1
Accelo,Accelo_0,32A,899.0,1967.0,1068.0,1
Actros,Actros_1,31B,1412.0,1967.0,555.0,2
Actros,Actros_4,30B,1412.0,2164.0,752.0,2
Actros,Actros_4,31B,2164.0,2719.0,555.0,2
Accelo,Accelo_6,30A,2494.0,2747.0,253.0,1
Arocs,Arocs_5,30B,2164.0,2916.0,752.0,2
Actros,Actros_1,32B,1967.0,2932.0,965.0,2
Accelo,Accelo_2,32A,1559.0,3035.0,1476.0,1
Accelo,Accelo_6,31A,2747.0,3063.0,316.0,1
Atego,Atego_7,30A,2824.0,3138.0,314.0,1
Actros,Actros_1,32D,2932.0,3426.0,494.0,2
Atego,Atego_7,31A,3138.0,3452.0,314.0,1
Atego,Atego_8,30A,3154.0,3468.0,314.0,1
Arocs,Arocs_5,31B,2916.0,3471.0,555.0,2
Accelo,Accelo_0,32C,1967.0,3546.0,1579.0,1
Atego,Atego_8,31A,3468.0,3782.0,314.0,1
Actros,Actros_4,32B,2719.0,3897.0,1178.0,2
Accelo,Accelo_6,32A,3063.0,4131.0,1068.0,1
Arocs,Arocs_9,30B,3484.0,4236.0,752.0,2
Actros,Actros_4,32D,3897.0,4391.0,494.0,2
Atego quinta roda,Atego quinta roda_14,30B,4236.0,4562.0,326.0,2
Arocs,Arocs_9,31B,4236.0,4791.0,555.0,2
Arocs,Arocs_5,32B,3471.0,4862.0,1391.0,2
Atego quinta roda,Atego quinta roda_14,31B,4562.0,5121.0,559.0,2
Accelo,Accelo_2,32C,3035.0,5125.0,2090.0,1
Accelo,Accelo_0,33A,3546.0,5129.0,1583.0,1
Atego,Atego_7,32A,3452.0,5265.0,1813.0,1
Actros,Actros_16,30B,4566.0,5318.0,752.0,2
Arocs,Arocs_5,32D,4862.0,5356.0,494.0,2
Arocs,Arocs_9,32B,4791.0,5827.0,1036.0,2
Actros,Actros_16,31B,5318.0,5873.0,555.0,2
Accelo,Accelo_19,30A,5648.0,5901.0,253.0,1
Actros,Actros_17,30B,5318.0,6070.0,752.0,2
Accelo,Accelo_19,31A,5901.0,6217.0,316.0,1
Arocs,Arocs_9,32D,5827.0,6321.0,494.0,2
Atego quinta roda,Atego quinta roda_14,32B,5121.0,6384.0,1263.0,2
Atego,Atego_8,32A,3782.0,6399.0,2617.0,1
Accelo,Accelo_0,34A,5129.0,6605.0,1476.0,1
Actros,Actros_17,31B,6070.0,6625.0,555.0,2
Accelo,Accelo_21,30A,6400.0,6653.0,253.0,1
Accelo,Accelo_6,32C,4131.0,6704.0,2573.0,1
Accelo,Accelo_2,33A,5125.0,6712.0,1587.0,1
Arocs,Arocs_20,30B,6070.0,6822.0,752.0,2
Accelo,Accelo_21,31A,6653.0,6969.0,316.0,1
Atego,Atego_22,30A,6730.0,7044.0,314.0,1
Actros,Actros_16,32B,5873.0,7349.0,1476.0,2
Atego,Atego_22,31A,7044.0,7358.0,314.0,1
Arocs,Arocs_20,31B,6822.0,7377.0,555.0,2
Accelo,Accelo_19,32A,6217.0,7467.0,1250.0,1
Actros,Actros_1,33B,3426.0,7479.0,4053.0,2
Accelo,Accelo_0,38,6605.0,7626.0,1021.0,1
Actros,Actros_23,30B,7060.0,7812.0,752.0,2
Accelo,Accelo_2,34A,6712.0,8188.0,1476.0,1
Atego,Atego_7,32C,5265.0,8283.5,3018.5,1
Accelo,Accelo_6,33A,6704.0,8295.0,1591.0,1
Actros,Actros_17,32B,6625.0,8314.0,1689.0,2
Actros,Actros_23,31B,7812.0,8367.0,555.0,2
Accelo,Accelo_31,30A,8142.0,8395.0,253.0,1
Accelo,Accelo_21,32A,6969.0,8535.0,1566.0,1
Arocs,Arocs_30,30B,7812.0,8564.0,752.0,2
Accelo,Accelo_31,31A,8395.0,8711.0,316.0,1
Atego quinta roda,Atego quinta roda_14,32D,6384.0,8754.0,2370.0,2
Atego,Atego_32,30A,8472.0,8786.0,314.0,1
Atego,Atego_32,31A,8786.0,9100.0,314.0,1
Arocs,Arocs_30,31B,8564.0,9119.0,555.0,2
Atego (ATP),Atego (ATP)_33,30A,8802.0,9128.0,326.0,1
Accelo,Accelo_2,38,8188.0,9209.0,1021.0,1
Actros,Actros_16,32D,7349.0,9248.0,1899.0,2
Arocs,Arocs_20,32B,7377.0,9279.0,1902.0,2
Atego (ATP),Atego (ATP)_33,31A,9128.0,9458.0,330.0,1
Atego,Atego_22,32A,7358.0,9669.0,2311.0,1
Actros,Actros_17,32D,8314.0,9742.0,1428.0,2
Accelo,Accelo_6,34A,8295.0,9771.0,1476.0,1
Atego,Atego_8,32C,6399.0,9863.0,3464.0,1
Actros,Actros_35,30B,9132.0,9884.0,752.0,2
Atego,Atego_7,33A,8283.5,10059.0,1775.5,1
Arocs,Arocs_20,32D,9279.0,10236.0,957.0,2
Actros,Actros_23,32B,8367.0,10244.0,1877.0,2
Actros,Actros_35,31B,9884.0,10439.0,555.0,2
Accelo,Accelo_37,30A,10214.0,10467.0,253.0,1
Actros,Actros_36,30B,9884.0,10636.0,752.0,2
Accelo,Accelo_31,32A,8711.0,10737.0,2026.0,1
Actros,Actros_23,32D,10244.0,10738.0,494.0,2
Accelo,Accelo_37,31A,10467.0,10783.0,316.0,1
Accelo,Accelo_6,38,9771.0,10792.0,1021.0,1
Actros,Actros_36,31B,10636.0,11191.0,555.0,2
Arocs,Arocs_30,32B,9119.0,11209.0,2090.0,2
Actros,Actros_38,30B,10636.0,11388.0,752.0,2
Accelo,Accelo_19,32C,7467.0,11442.0,3975.0,1
Atego,Atego_7,34A,10059.0,11525.5,1466.5,1
Actros,Actros_4,33B,4391.0,11532.0,7141.0,2
Arocs,Arocs_30,32D,11209.0,11703.0,494.0,2
Atego,Atego_8,33A,9863.0,11823.0,1960.0,1
Atego,Atego_32,32A,9100.0,11871.0,2771.0,1
Actros,Actros_38,31B,11388.0,11943.0,555.0,2
Actros,Actros_42,30B,11388.0,12140.0,752.0,2
Actros,Actros_35,32B,10439.0,12174.0,1735.0,2
Atego quinta roda,Atego quinta roda_43,30B,12140.0,12466.0,326.0,2
Atego,Atego_7,38,11525.5,12546.5,1021.0,1
Actros,Actros_35,32D,12174.0,12668.0,494.0,2
Actros,Actros_42,31B,12140.0,12695.0,555.0,2
Accelo,Accelo_21,32C,8535.0,13021.0,4486.0,1
Atego quinta roda,Atego quinta roda_43,31B,12466.0,13025.0,559.0,2
Actros,Actros_36,32B,11191.0,13139.0,1948.0,2
Actros,Actros_45,30B,12470.0,13222.0,752.0,2
Atego (ATP),Atego (ATP)_33,32A,9458.0,13268.0,3810.0,1
Atego,Atego_8,34A,11823.0,13289.5,1466.5,1
Accelo,Accelo_19,33A,11442.0,13406.0,1964.0,1
Actros,Actros_36,32D,13139.0,13633.0,494.0,2
Actros,Actros_45,31B,13222.0,13777.0,555.0,2
Atego,Atego_47,30A,13552.0,13866.0,314.0,1
Actros,Actros_46,30B,13222.0,13974.0,752.0,2
Actros,Actros_1,34B,7479.0,13980.0,6501.0,2
Actros,Actros_38,32B,11943.0,14104.0,2161.0,2
Accelo,Accelo_48,30A,13882.0,14135.0,253.0,1
Atego,Atego_47,31A,13866.0,14180.0,314.0,1
Atego,Atego_8,38,13289.5,14310.5,1021.0,1
Accelo,Accelo_37,32A,10783.0,14336.0,3553.0,1
Accelo,Accelo_48,31A,14135.0,14496.0,361.0,1
Actros,Actros_46,31B,13974.0,14529.0,555.0,2
Actros,Actros_38,32D,14104.0,14598.0,494.0,2
