modelo,nome,posto,entrada,saida,duracao,perna
Accelo,Accelo_0,30A,330.0,583.0,253.0,1
Accelo,Accelo_0,31A,583.0,899.0,316.0,1
Accelo,Accelo_1,30A,660.0,913.0,253.0,1
Accelo,Accelo_1,31A,913.0,1229.0,316.0,1
Actros,Actros_2,30B,990.0,1742.0,752.0,2
Accelo,Accelo_0,32A,899.0,1967.0,1068.0,1
Atego quinta roda,Atego quinta roda_3,30B,1742.0,2068.0,326.0,2
Actros,Actros_2,31B,1742.0,2297.0,555.0,2
Atego,Atego_4,30A,2072.0,2386.0,314.0,1
Atego quinta roda,Atego quinta roda_3,31B,2068.0,2627.0,559.0,2
Accelo,Accelo_5,30A,2402.0,2655.0,253.0,1
Atego,Atego_4,31A,2386.0,2700.0,314.0,1
Accelo,Accelo_5,31A,2655.0,3016.0,361.0,1
Accelo,Accelo_1,32A,1229.0,3035.0,1806.0,1
Actros,Actros_2,32B,2297.0,3262.0,965.0,2
Accelo,Accelo_7,30A,3062.0,3315.0,253.0,1
Actros,Actros_6,30B,2732.0,3484.0,752.0,2
Accelo,Accelo_0,32C,1967.0,3546.0,1579.0,1
Accelo,Accelo_7,31A,3315.0,3631.0,316.0,1
Actros,Actros_2,32D,3262.0,3756.0,494.0,2
Atego quinta roda,Atego quinta roda_3,32B,2627.0,3819.0,1192.0,2
Actros,Actros_6,31B,3484.0,4039.0,555.0,2
Atego,Atego_4,32A,2700.0,4169.0,1469.0,1
Actros,Actros_8,30B,3484.0,4236.0,752.0,2
Atego quinta roda,Atego quinta roda_9,30B,4236.0,4562.0,326.0,2
Actros,Actros_8,31B,4236.0,4791.0,555.0,2
Atego,Atego_10,30A,4566.0,4880.0,314.0,1
Actros,Actros_6,32B,4039.0,5004.0,965.0,2
Atego quinta roda,Atego quinta roda_9,31B,4562.0,5121.0,559.0,2
Accelo,Accelo_1,32C,3035.0,5125.0,2090.0,1
Accelo,Accelo_0,33A,3546.0,5129.0,1583.0,1
Accelo,Accelo_11,30A,4896.0,5149.0,253.0,1
Atego,Atego_10,31A,4880.0,5194.0,314.0,1
Accelo,Accelo_5,32A,3016.0,5237.0,2221.0,1
Accelo,Accelo_11,31A,5149.0,5510.0,361.0,1
Atego,Atego_12,30A,5226.0,5540.0,314.0,1
Atego,Atego_12,31A,5540.0,5854.0,314.0,1
Atego quinta roda,Atego quinta roda_13,30B,5556.0,5882.0,326.0,2
Actros,Actros_8,32B,4791.0,5969.0,1178.0,2
Atego quinta roda,Atego quinta roda_3,32D,3819.0,6189.0,2370.0,2
Atego quinta roda,Atego quinta roda_13,31B,5882.0,6212.0,330.0,2
Accelo,Accelo_7,32A,3631.0,6305.0,2674.0,1
Atego quinta roda,Atego quinta roda_9,32B,5121.0,6526.0,1405.0,2
Atego,Atego_15,30A,6216.0,6530.0,314.0,1
Accelo,Accelo_0,34A,5129.0,6605.0,1476.0,1
Actros,Actros_14,30B,5886.0,6638.0,752.0,2
Actros,Actros_6,32D,5004.0,6683.0,1679.0,2
Atego,Atego_4,32C,4169.0,6704.5,2535.5,1
Accelo,Accelo_1,33A,5125.0,6712.0,1587.0,1
Atego,Atego_15,31A,6530.0,6844.0,314.0,1
Atego,Atego_16,30A,6546.0,6860.0,314.0,1
Atego quinta roda,Atego quinta roda_13,32B,6212.0,7083.0,871.0,2
Accelo,Accelo_17,30A,6876.0,7129.0,253.0,1
Atego,Atego_16,31A,6860.0,7174.0,314.0,1
Actros,Actros_8,32D,5969.0,7177.0,1208.0,2
Actros,Actros_14,31B,6638.0,7193.0,555.0,2
Atego,Atego_10,32A,5194.0,7439.0,2245.0,1
Accelo,Accelo_17,31A,7129.0,7490.0,361.0,1
Atego quinta roda,Atego quinta roda_18,30B,7206.0,7532.0,326.0,2
Accelo,Accelo_0,38,6605.0,7626.0,1021.0,1
Accelo,Accelo_19,30A,7536.0,7789.0,253.0,1
Actros,Actros_2,33B,3756.0,7809.0,4053.0,2
Atego quinta roda,Atego quinta roda_18,31B,7532.0,7862.0,330.0,2
Accelo,Accelo_19,31A,7789.0,8105.0,316.0,1
Accelo,Accelo_20,30A,7866.0,8119.0,253.0,1
Actros,Actros_14,32B,7193.0,8158.0,965.0,2
Accelo,Accelo_1,34A,6712.0,8188.0,1476.0,1
Accelo,Accelo_5,32C,5237.0,8283.5,3046.5,1
Accelo,Accelo_20,31A,8119.0,8435.0,316.0,1
Atego,Atego_4,33A,6704.5,8476.0,1771.5,1
Accelo,Accelo_11,32A,5510.0,8507.0,2997.0,1
Atego quinta roda,Atego quinta roda_18,32B,7862.0,8715.0,853.0,2
Actros,Actros_21,30B,8196.0,8948.0,752.0,2
Accelo,Accelo_1,38,8188.0,9209.0,1021.0,1
Actros,Actros_21,31B,8948.0,9503.0,555.0,2
Atego quinta roda,Atego quinta roda_3,33B,6189.0,9537.0,3348.0,2
Atego quinta roda,Atego quinta roda_9,32D,6526.0,9547.0,3021.0,2
Atego,Atego_12,32A,5854.0,9641.0,3787.0,1
Actros,Actros_22,30B,8948.0,9700.0,752.0,2
Accelo,Accelo_7,32C,6305.0,9862.5,3557.5,1
Atego,Atego_4,34A,8476.0,9942.5,1466.5,1
Accelo,Accelo_5,33A,8283.5,10059.0,1775.5,1
Actros,Actros_22,31B,9700.0,10255.0,555.0,2
Accelo,Accelo_24,30A,10030.0,10283.0,253.0,1
Actros,Actros_23,30B,9700.0,10452.0,752.0,2
Actros,Actros_21,32B,9503.0,10468.0,965.0,2
Accelo,Accelo_24,31A,10283.0,10599.0,316.0,1
Atego,Atego_25,30A,10360.0,10674.0,314.0,1
Atego,Atego_15,32A,6844.0,10775.0,3931.0,1
Atego,Atego_4,38,9942.5,10963.5,1021.0,1
Atego,Atego_25,31A,10674.0,10988.0,314.0,1
Actros,Actros_23,31B,10452.0,11007.0,555.0,2
Atego quinta roda,Atego quinta roda_26,30B,10690.0,11016.0,326.0,2
Atego quinta roda,Atego quinta roda_26,31B,11016.0,11346.0,330.0,2
Actros,Actros_22,32B,10255.0,11433.0,1178.0,2
Atego,Atego_10,32C,7439.0,11442.0,4003.0,1
Accelo,Accelo_5,34A,10059.0,11535.0,1476.0,1
Accelo,Accelo_7,33A,9862.5,11642.0,1779.5,1
Atego,Atego_28,30A,11350.0,11664.0,314.0,1
Arocs,Arocs_27,30B,11020.0,11772.0,752.0,2
Atego,Atego_16,32A,7174.0,11909.0,4735.0,1
Atego quinta roda,Atego quinta roda_13,32D,7083.0,11917.0,4834.0,2
Accelo,Accelo_29,30A,11680.0,11933.0,253.0,1
Atego,Atego_28,31A,11664.0,11978.0,314.0,1
Accelo,Accelo_29,31A,11933.0,12294.0,361.0,1
Atego,Atego_30,30A,12010.0,12324.0,314.0,1
Arocs,Arocs_27,31B,11772.0,12327.0,555.0,2
Actros,Actros_23,32B,11007.0,12398.0,1391.0,2
Actros,Actros_14,32D,8158.0,12411.0,4253.0,2
Accelo,Accelo_5,38,11535.0,12556.0,1021.0,1
Atego,Atego_30,31A,12324.0,12638.0,314.0,1
Atego quinta roda,Atego quinta roda_26,32B,11346.0,12955.0,1609.0,2
Accelo,Accelo_17,32A,7490.0,12977.0,5487.0,1
Atego,Atego_32,30A,12670.0,12984.0,314.0,1
Accelo,Accelo_11,32C,8507.0,13021.0,4514.0,1
Actros,Actros_31,30B,12340.0,13092.0,752.0,2
Accelo,Accelo_7,34A,11642.0,13118.0,1476.0,1
Atego,Atego_32,31A,12984.0,13298.0,314.0,1
Atego,Atego_10,33A,11442.0,13406.0,1964.0,1
Actros,Actros_6,33B,6683.0,13590.0,6907.0,2
Actros,Actros_31,31B,13092.0,13647.0,555.0,2
Accelo,Accelo_34,30A,13422.0,13675.0,253.0,1
Actros,Actros_33,30B,13092.0,13844.0,752.0,2
