modelo,nome,posto,entrada,saida,duracao,perna
Atego (ATP),Atego (ATP)_0,30A,330.0,656.0,326.0,1
Accelo,Accelo_1,30A,660.0,913.0,253.0,1
Atego (ATP),Atego (ATP)_0,31A,656.0,986.0,330.0,1
Accelo,Accelo_2,30A,990.0,1243.0,253.0,1
Accelo,Accelo_1,31A,913.0,1302.0,389.0,1
Accelo,Accelo_2,31A,1243.0,1618.0,375.0,1
Atego (ATP),Atego (ATP)_3,30A,1320.0,1646.0,326.0,1
Atego (ATP),Atego (ATP)_3,31A,1646.0,1976.0,330.0,1
Atego,Atego_5,30A,1980.0,2294.0,314.0,1
Atego (ATP),Atego (ATP)_0,32A,986.0,2383.0,1397.0,1
Actros,Actros_4,30B,1650.0,2402.0,752.0,2
Atego,Atego_5,31A,2294.0,2608.0,314.0,1
Atego (ATP),Atego (ATP)_6,30A,2310.0,2636.0,326.0,1
Actros,Actros_4,31B,2402.0,2957.0,555.0,2
Atego (ATP),Atego (ATP)_6,31A,2636.0,2966.0,330.0,1
Atego (ATP),Atego (ATP)_7,30A,2640.0,2966.0,326.0,1
Atego (ATP),Atego (ATP)_7,31A,2966.0,3296.0,330.0,1
Accelo,Accelo_1,32A,1302.0,3451.0,2149.0,1
Atego,Atego_9,30A,3300.0,3614.0,314.0,1
Actros,Actros_8,30B,2970.0,3722.0,752.0,2
Actros,Actros_4,32B,2957.0,3922.0,965.0,2
Atego,Atego_9,31A,3614.0,3928.0,314.0,1
Atego,Atego_10,30A,3630.0,3944.0,314.0,1
Accelo,Accelo_11,30A,3960.0,4213.0,253.0,1
Atego,Atego_10,31A,3944.0,4258.0,314.0,1
Actros,Actros_8,31B,3722.0,4277.0,555.0,2
Accelo,Accelo_2,32A,1618.0,4519.0,2901.0,1
Accelo,Accelo_11,31A,4213.0,4574.0,361.0,1
Atego,Atego_12,30A,4290.0,4604.0,314.0,1
Atego (ATP),Atego (ATP)_0,32C,2383.0,4750.5,2367.5,1
Accelo,Accelo_13,30A,4620.0,4873.0,253.0,1
Actros,Actros_4,32D,3922.0,4910.0,988.0,2
Atego,Atego_12,31A,4604.0,4918.0,314.0,1
Accelo,Accelo_13,31A,4873.0,5234.0,361.0,1
Actros,Actros_8,32B,4277.0,5242.0,965.0,2
Atego,Atego_14,30A,4950.0,5264.0,314.0,1
Atego,Atego_14,31A,5264.0,5578.0,314.0,1
Atego,Atego_15,30A,5280.0,5594.0,314.0,1
Atego,Atego_15,31A,5594.0,5908.0,314.0,1
Atego (ATP),Atego (ATP)_3,32A,1976.0,5916.0,3940.0,1
Actros,Actros_8,32D,5242.0,6230.0,988.0,2
Atego,Atego_17,30A,5940.0,6254.0,314.0,1
Accelo,Accelo_1,32C,3451.0,6329.5,2878.5,1
Atego (ATP),Atego (ATP)_0,33A,4750.5,6358.5,1608.0,1
