modelo,nome,posto,entrada,saida,duracao,perna
Accelo,Accelo_0,30A,330.0,583.0,253.0,1
Accelo,Accelo_0,31A,583.0,899.0,316.0,1
Atego,Atego_1,30A,660.0,974.0,314.0,1
Atego,Atego_1,31A,974.0,1288.0,314.0,1
Atego,Atego_2,30A,990.0,1304.0,314.0,1
Atego,Atego_2,31A,1304.0,1618.0,314.0,1
Atego,Atego_3,30A,1320.0,1634.0,314.0,1
Atego,Atego_3,31A,1634.0,1948.0,314.0,1
Accelo,Accelo_0,32A,899.0,1967.0,1068.0,1
Arocs,Arocs_4,30B,1650.0,2402.0,752.0,2
Arocs,Arocs_4,31B,2402.0,2957.0,555.0,2
Atego,Atego_6,30A,2732.0,3046.0,314.0,1
Atego,Atego_1,32A,1288.0,3101.0,1813.0,1
Actros,Actros_5,30B,2402.0,3154.0,752.0,2
Accelo,Accelo_7,30A,3062.0,3315.0,253.0,1
Atego,Atego_6,31A,3046.0,3360.0,314.0,1
Accelo,Accelo_0,32C,1967.0,3546.0,1579.0,1
Accelo,Accelo_7,31A,3315.0,3676.0,361.0,1
Atego,Atego_8,30A,3392.0,3706.0,314.0,1
Actros,Actros_5,31B,3154.0,3709.0,555.0,2
Arocs,Arocs_4,32B,2957.0,3922.0,965.0,2
Atego,Atego_8,31A,3706.0,4020.0,314.0,1
Atego,Atego_9,30A,3722.0,4036.0,314.0,1
Atego,Atego_2,32A,1618.0,4235.0,2617.0,1
Atego,Atego_9,31A,4036.0,4350.0,314.0,1
Accelo,Accelo_11,30A,4382.0,4635.0,253.0,1
Actros,Actros_10,30B,4052.0,4804.0,752.0,2
Actros,Actros_5,32B,3709.0,4887.0,1178.0,2
Arocs,Arocs_4,32D,3922.0,4910.0,988.0,2
Accelo,Accelo_11,31A,4635.0,4951.0,316.0,1
Atego,Atego_12,30A,4712.0,5026.0,314.0,1
Atego,Atego_1,32C,3101.0,5125.5,2024.5,1
Accelo,Accelo_0,33A,3546.0,5129.0,1583.0,1
Accelo,Accelo_13,30A,5042.0,5295.0,253.0,1
Atego,Atego_12,31A,5026.0,5340.0,314.0,1
Actros,Actros_10,31B,4804.0,5359.0,555.0,2
Atego,Atego_3,32A,1948.0,5369.0,3421.0,1
Accelo,Accelo_13,31A,5295.0,5656.0,361.0,1
Atego,Atego_14,30A,5372.0,5686.0,314.0,1
Actros,Actros_5,32D,4887.0,5898.0,1011.0,2
Atego,Atego_14,31A,5686.0,6000.0,314.0,1
Actros,Actros_10,32B,5359.0,6324.0,965.0,2
Atego,Atego_16,30A,6032.0,6346.0,314.0,1
Arocs,Arocs_15,30B,5702.0,6454.0,752.0,2
Atego,Atego_6,32A,3360.0,6503.0,3143.0,1
Accelo,Accelo_0,34A,5129.0,6605.0,1476.0,1
Accelo,Accelo_17,30A,6362.0,6615.0,253.0,1
Atego,Atego_16,31A,6346.0,6660.0,314.0,1
Atego,Atego_2,32C,4235.0,6705.0,2470.0,1
Atego,Atego_1,33A,5125.5,6893.0,1767.5,1
Accelo,Accelo_17,31A,6615.0,6976.0,361.0,1
Atego,Atego_18,30A,6692.0,7006.0,314.0,1
Arocs,Arocs_15,31B,6454.0,7009.0,555.0,2
Actros,Actros_10,32D,6324.0,7312.0,988.0,2
Atego,Atego_18,31A,7006.0,7320.0,314.0,1
Accelo,Accelo_7,32A,3676.0,7571.0,3895.0,1
Accelo,Accelo_0,38,6605.0,7626.0,1021.0,1
Arocs,Arocs_19,30B,7022.0,7774.0,752.0,2
Arocs,Arocs_4,33B,4910.0,7879.0,2969.0,2
Arocs,Arocs_15,32B,7009.0,7974.0,965.0,2
Atego,Atego_3,32C,5369.0,8284.5,2915.5,1
Arocs,Arocs_19,31B,7774.0,8329.0,555.0,2
Accelo,Accelo_21,30A,8104.0,8357.0,253.0,1
Atego,Atego_1,34A,6893.0,8359.5,1466.5,1
Actros,Actros_20,30B,7774.0,8526.0,752.0,2
Atego,Atego_2,33A,6705.0,8657.0,1952.0,1
Accelo,Accelo_21,31A,8357.0,8673.0,316.0,1
Atego,Atego_8,32A,4020.0,8705.0,4685.0,1
Atego,Atego_22,30A,8434.0,8748.0,314.0,1
Arocs,Arocs_15,32D,7974.0,8962.0,988.0,2
Atego,Atego_22,31A,8748.0,9062.0,314.0,1
Atego,Atego_23,30A,8764.0,9078.0,314.0,1
Actros,Actros_20,31B,8526.0,9081.0,555.0,2
Arocs,Arocs_19,32B,8329.0,9294.0,965.0,2
Accelo,Accelo_24,30A,9094.0,9347.0,253.0,1
Atego,Atego_1,38,8359.5,9380.5,1021.0,1
Atego,Atego_23,31A,9078.0,9392.0,314.0,1
Accelo,Accelo_24,31A,9347.0,9708.0,361.0,1
Atego,Atego_25,30A,9424.0,9738.0,314.0,1
Atego,Atego_9,32A,4350.0,9839.0,5489.0,1
Atego,Atego_6,32C,6503.0,9864.0,3361.0,1
Atego,Atego_25,31A,9738.0,10052.0,314.0,1
Atego,Atego_26,30A,9754.0,10068.0,314.0,1
Atego,Atego_2,34A,8657.0,10123.5,1466.5,1
Actros,Actros_20,32B,9081.0,10259.0,1178.0,2
Arocs,Arocs_19,32D,9294.0,10282.0,988.0,2
Atego,Atego_26,31A,10068.0,10382.0,314.0,1
Atego,Atego_27,30A,10084.0,10398.0,314.0,1
Atego,Atego_3,33A,8284.5,10421.0,2136.5,1
Atego,Atego_27,31A,10398.0,10712.0,314.0,1
Atego (ATP),Atego (ATP)_28,30A,10414.0,10740.0,326.0,1
Accelo,Accelo_11,32A,4951.0,10907.0,5956.0,1
Accelo,Accelo_29,30A,10744.0,10997.0,253.0,1
Atego (ATP),Atego (ATP)_28,31A,10740.0,11070.0,330.0,1
Atego,Atego_2,38,10123.5,11144.5,1021.0,1
Actros,Actros_5,33B,5898.0,11224.0,5326.0,2
Actros,Actros_20,32D,10259.0,11270.0,1011.0,2
Accelo,Accelo_30,30A,11074.0,11327.0,253.0,1
Accelo,Accelo_29,31A,10997.0,11386.0,389.0,1
Accelo,Accelo_7,32C,7571.0,11443.0,3872.0,1
Accelo,Accelo_30,31A,11327.0,11702.0,375.0,1
Atego,Atego_31,30A,11404.0,11718.0,314.0,1
Atego,Atego_3,34A,10421.0,11887.5,1466.5,1
Accelo,Accelo_32,30A,11734.0,11987.0,253.0,1
Atego,Atego_31,31A,11718.0,12032.0,314.0,1
Atego,Atego_12,32A,5340.0,12041.0,6701.0,1
Atego,Atego_6,33A,9864.0,12185.0,2321.0,1
Accelo,Accelo_32,31A,11987.0,12348.0,361.0,1
Atego,Atego_33,30A,12064.0,12378.0,314.0,1
Accelo,Accelo_34,30A,12394.0,12647.0,253.0,1
Atego,Atego_33,31A,12378.0,12692.0,314.0,1
Atego,Atego_3,38,11887.5,12908.5,1021.0,1
Accelo,Accelo_34,31A,12647.0,13008.0,361.0,1
Atego,Atego_8,32C,8705.0,13022.5,4317.5,1
Atego,Atego_35,30A,12724.0,13038.0,314.0,1
Accelo,Accelo_13,32A,5656.0,13109.0,7453.0,1
Atego,Atego_35,31A,13038.0,13352.0,314.0,1
Atego,Atego_36,30A,13054.0,13368.0,314.0,1
Atego,Atego_6,34A,12185.0,13651.5,1466.5,1
Atego,Atego_36,31A,13368.0,13682.0,314.0,1
Atego,Atego_37,30A,13384.0,13698.0,314.0,1
Accelo,Accelo_7,33A,11443.0,13768.0,2325.0,1
Atego,Atego_37,31A,13698.0,14012.0,314.0,1
Arocs,Arocs_4,34B,7879.0,14176.0,6297.0,2
Atego,Atego_14,32A,6000.0,14243.0,8243.0,1
Atego,Atego_39,30A,14044.0,14358.0,314.0,1
Actros,Actros_38,30B,13714.0,14466.0,752.0,2
Actros,Actros_10,33B,7312.0,14569.0,7257.0,2
Atego,Atego_9,32C,9839.0,14602.0,4763.0,1
