modelo,nome,posto,perna,fila,processo,entrada,saida,duracao
Accelo,Accelo_0,30A,1,0.0,253.0,330.0,583.0,253.0
Accelo,Accelo_0,31A,1,0.0,316.0,583.0,899.0,316.0
Accelo,Accelo_0,32A,1,0.0,354.0,899.0,1253.0,354.0
Atego,Atego_2,30A,1,0.0,314.0,990.0,1304.0,314.0
Actros,Actros_1,30B,2,0.0,752.0,660.0,1412.0,752.0
Accelo,Accelo_3,30A,1,0.0,253.0,1320.0,1573.0,253.0
Atego,Atego_2,31A,1,0.0,314.0,1304.0,1618.0,314.0
Accelo,Accelo_0,32C,1,0.0,561.0,1253.0,1814.0,561.0
Accelo,Accelo_3,31A,1,45.0,316.0,1618.0,1934.0,316.0
Actros,Actros_1,31B,2,0.0,555.0,1412.0,1967.0,555.0
Atego (ATP),Atego (ATP)_4,30B,2,0.0,326.0,1650.0,1976.0,326.0
Atego,Atego_2,32A,1,0.0,414.0,1618.0,2032.0,414.0
Accelo,Accelo_0,33A,1,0.0,369.0,1814.0,2183.0,369.0
Atego 8x2 e 8x4,Atego 8x2 e 8x4_5,30B,2,0.0,314.0,1980.0,2294.0,314.0
Atego (ATP),Atego (ATP)_4,31B,2,0.0,330.0,1976.0,2306.0,330.0
Accelo,Accelo_3,32A,1,98.0,354.0,2032.0,2386.0,354.0
Atego,Atego_2,32C,1,0.0,544.0,2032.0,2576.0,544.0
Atego 8x2 e 8x4,Atego 8x2 e 8x4_5,31B,2,12.0,314.0,2306.0,2620.0,314.0
Atego,Atego_6,30A,1,0.0,314.0,2310.0,2624.0,314.0
Accelo,Accelo_0,34A,1,0.0,671.0,2183.0,2854.0,671.0
Accelo,Accelo_7,30A,1,0.0,253.0,2640.0,2893.0,253.0
Actros,Actros_1,32B,2,0.0,965.0,1967.0,2932.0,965.0
Atego,Atego_6,31A,1,0.0,314.0,2624.0,2938.0,314.0
Atego,Atego_2,33A,1,0.0,428.0,2576.0,3004.0,428.0
Accelo,Accelo_3,32C,1,190.0,561.0,2576.0,3137.0,561.0
Accelo,Accelo_7,31A,1,45.0,316.0,2938.0,3254.0,316.0
Atego,Atego_6,32A,1,0.0,414.0,2938.0,3352.0,414.0
Actros,Actros_1,32D,2,0.0,494.0,2932.0,3426.0,494.0
Accelo,Accelo_0,38,1,0.0,633.0,2854.0,3487.0,633.0
Atego (ATP),Atego (ATP)_4,32B,2,626.0,557.0,2932.0,3489.0,557.0
Accelo,Accelo_3,33A,1,0.0,369.0,3137.0,3506.0,369.0
Atego,Atego_9,30A,1,0.0,314.0,3300.0,3614.0,314.0
Atego,Atego_2,34A,1,0.0,646.0,3004.0,3650.0,646.0
Accelo,Accelo_7,32A,1,98.0,354.0,3352.0,3706.0,354.0
Actros,Actros_8,30B,2,0.0,752.0,2970.0,3722.0,752.0
Atego 8x2 e 8x4,Atego 8x2 e 8x4_5,32B,2,869.0,294.0,3489.0,3783.0,294.0
Accelo,Accelo_10,30A,1,0.0,253.0,3630.0,3883.0,253.0
Atego,Atego_6,32C,1,0.0,544.0,3352.0,3896.0,544.0
Atego,Atego_9,31A,1,0.0,314.0,3614.0,3928.0,314.0
Atego (ATP),Atego (ATP)_4,32D,2,0.0,695.0,3489.0,4184.0,695.0
Actros,Actros_1,33B,2,0.0,761.0,3426.0,4187.0,761.0
Accelo,Accelo_10,31A,1,45.0,316.0,3928.0,4244.0,316.0
Actros,Actros_8,31B,2,0.0,555.0,3722.0,4277.0,555.0
Atego,Atego_2,38,1,0.0,633.0,3650.0,4283.0,633.0
Atego (ATP),Atego (ATP)_11,30B,2,0.0,326.0,3960.0,4286.0,326.0
Accelo,Accelo_3,34A,1,144.0,671.0,3650.0,4321.0,671.0
Atego,Atego_6,33A,1,0.0,428.0,3896.0,4324.0,428.0
Atego,Atego_9,32A,1,0.0,414.0,3928.0,4342.0,414.0
Accelo,Accelo_7,32C,1,190.0,561.0,3896.0,4457.0,561.0
Accelo,Accelo_12,30A,1,0.0,253.0,4290.0,4543.0,253.0
Atego (ATP),Atego (ATP)_4,33B,2,3.0,376.0,4187.0,4563.0,376.0
Atego 8x2 e 8x4,Atego 8x2 e 8x4_5,32D,2,401.0,424.0,4184.0,4608.0,424.0
Atego (ATP),Atego (ATP)_11,31B,2,0.0,330.0,4286.0,4616.0,330.0
Accelo,Accelo_10,32A,1,98.0,354.0,4342.0,4696.0,354.0
Accelo,Accelo_7,33A,1,0.0,369.0,4457.0,4826.0,369.0
Accelo,Accelo_12,31A,1,0.0,316.0,4543.0,4859.0,316.0
Atego,Atego_13,30A,1,0.0,314.0,4620.0,4934.0,314.0
Accelo,Accelo_3,38,1,0.0,633.0,4321.0,4954.0,633.0
Atego,Atego_6,34A,1,0.0,646.0,4324.0,4970.0,646.0
Atego,Atego_9,32C,1,115.0,544.0,4457.0,5001.0,544.0
Atego 8x2 e 8x4,Atego 8x2 e 8x4_5,33B,2,0.0,428.0,4608.0,5036.0,428.0
Accelo,Accelo_12,32A,1,0.0,354.0,4859.0,5213.0,354.0
Actros,Actros_8,32B,2,0.0,965.0,4277.0,5242.0,965.0
Atego,Atego_13,31A,1,0.0,314.0,4934.0,5248.0,314.0
Atego,Atego_9,33A,1,0.0,428.0,5001.0,5429.0,428.0
Accelo,Accelo_10,32C,1,305.0,561.0,5001.0,5562.0,561.0
Atego,Atego_15,30A,1,0.0,314.0,5280.0,5594.0,314.0
Atego,Atego_6,38,1,0.0,633.0,4970.0,5603.0,633.0
Accelo,Accelo_7,34A,1,144.0,671.0,4970.0,5641.0,671.0
Atego,Atego_13,32A,1,0.0,414.0,5248.0,5662.0,414.0
Actros,Actros_14,30B,2,0.0,752.0,4950.0,5702.0,752.0
Actros,Actros_8,32D,2,0.0,494.0,5242.0,5736.0,494.0
Atego (ATP),Atego (ATP)_11,32B,2,626.0,557.0,5242.0,5799.0,557.0
Actros,Actros_1,34B,2,0.0,1623.0,4187.0,5810.0,1623.0
Atego,Atego_15,31A,1,0.0,314.0,5594.0,5908.0,314.0
Atego,Atego_16,30A,1,0.0,314.0,5610.0,5924.0,314.0
Accelo,Accelo_10,33A,1,0.0,369.0,5562.0,5931.0,369.0
Accelo,Accelo_12,32C,1,349.0,561.0,5562.0,6123.0,561.0
Actros,Actros_1,39,2,0.0,354.0,5810.0,6164.0,354.0
Accelo,Accelo_17,30A,1,0.0,253.0,5940.0,6193.0,253.0
Atego (ATP),Atego (ATP)_4,34B,2,1247.0,395.0,5810.0,6205.0,395.0
Atego,Atego_16,31A,1,0.0,314.0,5924.0,6238.0,314.0
Actros,Actros_14,31B,2,0.0,555.0,5702.0,6257.0,555.0
Accelo,Accelo_7,38,1,0.0,633.0,5641.0,6274.0,633.0
Atego,Atego_9,34A,1,212.0,646.0,5641.0,6287.0,646.0
Atego,Atego_15,32A,1,0.0,414.0,5908.0,6322.0,414.0
Atego (ATP),Atego (ATP)_4,39,2,0.0,120.0,6205.0,6325.0,120.0
