modelo,nome,posto,perna,fila,processo,entrada,saida,duracao
Atego,Atego_0,30A,1,0.0,314.0,330.0,644.0,314.0
Accelo,Accelo_1,30A,1,0.0,253.0,660.0,913.0,253.0
Atego,Atego_0,31A,1,0.0,314.0,644.0,958.0,314.0
Accelo,Accelo_1,31A,1,45.0,316.0,958.0,1274.0,316.0
Atego,Atego_0,32A,1,0.0,414.0,958.0,1372.0,414.0
Atego,Atego_3,30A,1,0.0,314.0,1320.0,1634.0,314.0
Accelo,Accelo_1,32A,1,98.0,354.0,1372.0,1726.0,354.0
Actros,Actros_2,30B,2,0.0,752.0,990.0,1742.0,752.0
Atego,Atego_0,32C,1,0.0,544.0,1372.0,1916.0,544.0
Atego,Atego_3,31A,1,0.0,314.0,1634.0,1948.0,314.0
Atego,Atego_4,30A,1,0.0,314.0,1650.0,1964.0,314.0
Accelo,Accelo_5,30A,1,0.0,253.0,1980.0,2233.0,253.0
Atego,Atego_4,31A,1,0.0,314.0,1964.0,2278.0,314.0
Actros,Actros_2,31B,2,0.0,555.0,1742.0,2297.0,555.0
Atego,Atego_0,33A,1,0.0,428.0,1916.0,2344.0,428.0
Atego,Atego_3,32A,1,0.0,414.0,1948.0,2362.0,414.0
Accelo,Accelo_1,32C,1,190.0,561.0,1916.0,2477.0,561.0
Accelo,Accelo_5,31A,1,45.0,316.0,2278.0,2594.0,316.0
Atego (ATP),Atego (ATP)_6,30A,1,0.0,326.0,2310.0,2636.0,326.0
Atego,Atego_4,32A,1,84.0,414.0,2362.0,2776.0,414.0
Accelo,Accelo_1,33A,1,0.0,369.0,2477.0,2846.0,369.0
Atego,Atego_7,30A,1,0.0,314.0,2640.0,2954.0,314.0
Atego (ATP),Atego (ATP)_6,31A,1,0.0,330.0,2636.0,2966.0,330.0
Atego,Atego_0,34A,1,0.0,646.0,2344.0,2990.0,646.0
Atego,Atego_3,32C,1,115.0,544.0,2477.0,3021.0,544.0
Accelo,Accelo_5,32A,1,182.0,354.0,2776.0,3130.0,354.0
Actros,Actros_2,32B,2,0.0,965.0,2297.0,3262.0,965.0
Atego,Atego_7,31A,1,12.0,314.0,2966.0,3280.0,314.0
Atego,Atego_8,30A,1,0.0,314.0,2970.0,3284.0,314.0
Atego,Atego_3,33A,1,0.0,428.0,3021.0,3449.0,428.0
Accelo,Accelo_9,30A,1,0.0,253.0,3300.0,3553.0,253.0
Atego,Atego_4,32C,1,245.0,544.0,3021.0,3565.0,544.0
Atego,Atego_8,31A,1,0.0,314.0,3284.0,3598.0,314.0
Atego,Atego_0,38,1,0.0,633.0,2990.0,3623.0,633.0
Accelo,Accelo_1,34A,1,144.0,671.0,2990.0,3661.0,671.0
Atego (ATP),Atego (ATP)_6,32A,1,164.0,677.0,3130.0,3807.0,677.0
Accelo,Accelo_9,31A,1,45.0,316.0,3598.0,3914.0,316.0
Atego,Atego_4,33A,1,0.0,428.0,3565.0,3993.0,428.0
Accelo,Accelo_5,32C,1,435.0,561.0,3565.0,4126.0,561.0
Atego,Atego_7,32A,1,527.0,414.0,3807.0,4221.0,414.0
Actros,Actros_2,32D,2,0.0,988.0,3262.0,4250.0,988.0
Atego,Atego_11,30A,1,0.0,314.0,3960.0,4274.0,314.0
Accelo,Accelo_1,38,1,0.0,633.0,3661.0,4294.0,633.0
Atego,Atego_3,34A,1,212.0,646.0,3661.0,4307.0,646.0
Actros,Actros_10,30B,2,0.0,752.0,3630.0,4382.0,752.0
Accelo,Accelo_5,33A,1,0.0,369.0,4126.0,4495.0,369.0
Accelo,Accelo_12,30A,1,0.0,253.0,4290.0,4543.0,253.0
Atego,Atego_11,31A,1,0.0,314.0,4274.0,4588.0,314.0
Atego,Atego_8,32A,1,623.0,414.0,4221.0,4635.0,414.0
Accelo,Accelo_12,31A,1,45.0,316.0,4588.0,4904.0,316.0
Actros,Actros_10,31B,2,0.0,555.0,4382.0,4937.0,555.0
Atego,Atego_3,38,1,0.0,633.0,4307.0,4940.0,633.0
Atego (ATP),Atego (ATP)_6,32C,1,319.0,815.0,4126.0,4941.0,815.0
Atego (ATP),Atego (ATP)_13,30A,1,0.0,326.0,4620.0,4946.0,326.0
Atego,Atego_4,34A,1,314.0,646.0,4307.0,4953.0,646.0
Accelo,Accelo_9,32A,1,721.0,354.0,4635.0,4989.0,354.0
Actros,Actros_2,33B,2,0.0,761.0,4250.0,5011.0,761.0
Atego (ATP),Atego (ATP)_13,31A,1,0.0,330.0,4946.0,5276.0,330.0
Atego (ATP),Atego (ATP)_6,33A,1,0.0,376.0,4941.0,5317.0,376.0
Atego,Atego_11,32A,1,401.0,414.0,4989.0,5403.0,414.0
Atego,Atego_7,32C,1,720.0,544.0,4941.0,5485.0,544.0
Atego,Atego_4,38,1,0.0,633.0,4953.0,5586.0,633.0
Atego,Atego_15,30A,1,0.0,314.0,5280.0,5594.0,314.0
Accelo,Accelo_5,34A,1,458.0,671.0,4953.0,5624.0,671.0
Arocs,Arocs_14,30B,2,0.0,752.0,4950.0,5702.0,752.0
Accelo,Accelo_12,32A,1,499.0,354.0,5403.0,5757.0,354.0
Actros,Actros_10,32B,2,0.0,965.0,4937.0,5902.0,965.0
Atego,Atego_15,31A,1,0.0,314.0,5594.0,5908.0,314.0
Atego,Atego_7,33A,1,0.0,428.0,5485.0,5913.0,428.0
