modelo,nome,posto,entrada,saida,duracao,perna
Accelo,Accelo_0,30A,330.0,583.0,253.0,1
Accelo,Accelo_0,31A,583.0,899.0,316.0,1
Atego,Atego_1,30B,660.0,974.0,314.0,2
Accelo,Accelo_0,32A,899.0,1253.0,354.0,1
Atego,Atego_1,31B,974.0,1288.0,314.0,2
Atego (ATP),Atego (ATP)_2,30A,990.0,1316.0,326.0,1
Accelo,Accelo_3,30B,1320.0,1573.0,253.0,2
Atego,Atego_1,32B,1288.0,1582.0,294.0,2
Atego (ATP),Atego (ATP)_2,31A,1316.0,1646.0,330.0,1
Accelo,Accelo_3,31B,1573.0,1889.0,316.0,2
Accelo,Accelo_0,32C,1253.0,1966.0,713.0,1
Atego quinta roda,Atego quinta roda_4,30A,1650.0,1976.0,326.0,1
Accelo,Accelo_3,32B,1889.0,2124.0,235.0,2
Atego,Atego_1,32D,1582.0,2164.0,582.0,2
Atego quinta roda,Atego quinta roda_4,31A,1976.0,2306.0,330.0,1
Atego (ATP),Atego (ATP)_2,32A,1646.0,2323.0,677.0,1
Accelo,Accelo_0,33A,1966.0,2335.0,369.0,1
Accelo,Accelo_6,30A,2310.0,2563.0,253.0,1
Atego,Atego_1,33B,2164.0,2712.0,548.0,2
Actros,Actros_5,30B,1980.0,2732.0,752.0,2
Accelo,Accelo_3,32D,2124.0,2758.0,634.0,2
Accelo,Accelo_6,31A,2563.0,2879.0,316.0,1
Atego (ATP),Atego (ATP)_7,30A,2640.0,2966.0,326.0,1
Atego quinta roda,Atego quinta roda_4,32A,2306.0,3000.0,694.0,1
Accelo,Accelo_3,33B,2758.0,3246.0,488.0,2
Accelo,Accelo_0,34A,2335.0,3271.0,936.0,1
Actros,Actros_5,31B,2732.0,3287.0,555.0,2
Atego (ATP),Atego (ATP)_7,31A,2966.0,3296.0,330.0,1
Atego quinta roda,Atego quinta roda_8,30B,2970.0,3296.0,326.0,2
Accelo,Accelo_6,32A,2879.0,3354.0,475.0,1
Atego quinta roda,Atego quinta roda_8,31B,3296.0,3626.0,330.0,2
Atego quinta roda,Atego quinta roda_9,30A,3300.0,3626.0,326.0,1
Atego (ATP),Atego (ATP)_2,32C,2323.0,3809.0,1486.0,1
Accelo,Accelo_0,38,3271.0,3904.0,633.0,1
Atego,Atego_1,34B,2712.0,3905.3333333333335,1193.3333333333335,2
Atego quinta roda,Atego quinta roda_9,31A,3626.0,3956.0,330.0,1
Atego (ATP),Atego (ATP)_7,32A,3296.0,4031.0,735.0,1
Atego (ATP),Atego (ATP)_2,33A,3809.0,4185.0,376.0,1
Actros,Actros_5,32B,3287.0,4252.0,965.0,2
Atego,Atego_11,30A,3960.0,4274.0,314.0,1
Actros,Actros_10,30B,3630.0,4382.0,752.0,2
Accelo,Accelo_12,30A,4290.0,4543.0,253.0,1
Atego,Atego_11,31A,4274.0,4588.0,314.0,1
Atego quinta roda,Atego quinta roda_9,32A,3956.0,4708.0,752.0,1
Atego quinta roda,Atego quinta roda_8,32B,3626.0,4809.0,1183.0,2
Atego,Atego_1,39,3905.3333333333335,4810.666666666667,905.3333333333335,2
Accelo,Accelo_12,31A,4543.0,4904.0,361.0,1
Actros,Actros_10,31B,4382.0,4937.0,555.0,2
Atego quinta roda,Atego quinta roda_13,30B,4620.0,4946.0,326.0,2
Atego (ATP),Atego (ATP)_2,34A,4185.0,5110.0,925.0,1
Accelo,Accelo_3,34B,3246.0,5111.666666666667,1865.666666666667,2
Atego,Atego_11,32A,4588.0,5122.0,534.0,1
Accelo,Accelo_14,30A,4950.0,5203.0,253.0,1
Actros,Actros_5,32D,4252.0,5240.0,988.0,2
Atego quinta roda,Atego quinta roda_13,31B,4946.0,5276.0,330.0,2
Atego quinta roda,Atego quinta roda_4,32C,3000.0,5295.0,2295.0,1
Accelo,Accelo_12,32A,4904.0,5476.0,572.0,1
Accelo,Accelo_14,31A,5203.0,5519.0,316.0,1
Atego,Atego_15,30B,5280.0,5594.0,314.0,2
Atego quinta roda,Atego quinta roda_4,33A,5295.0,5671.0,376.0,1
Atego (ATP),Atego (ATP)_2,38,5110.0,5743.0,633.0,1
Accelo,Accelo_14,32A,5519.0,5873.0,354.0,1
Actros,Actros_10,32B,4937.0,5902.0,965.0,2
Atego,Atego_15,31B,5594.0,5908.0,314.0,2
Atego quinta roda,Atego quinta roda_16,30A,5610.0,5936.0,326.0,1
Accelo,Accelo_6,32C,3354.0,6008.0,2654.0,1
Accelo,Accelo_3,39,5111.666666666667,6015.0,903.333333333333,2
Atego quinta roda,Atego quinta roda_16,31A,5936.0,6266.0,330.0,1
Actros,Actros_5,33B,5240.0,6355.0,1115.0,2
Accelo,Accelo_6,33A,6008.0,6377.0,369.0,1
Atego quinta roda,Atego quinta roda_13,32B,5276.0,6459.0,1183.0,2
Atego quinta roda,Atego quinta roda_4,34A,5671.0,6596.0,925.0,1
Atego quinta roda,Atego quinta roda_18,30A,6270.0,6596.0,326.0,1
Atego quinta roda,Atego quinta roda_8,32D,4809.0,6606.0,1797.0,2
Actros,Actros_17,30B,5940.0,6692.0,752.0,2
Atego,Atego_15,32B,5908.0,6753.0,845.0,2
Atego quinta roda,Atego quinta roda_18,31A,6596.0,6926.0,330.0,1
Atego (ATP),Atego (ATP)_19,30A,6600.0,6926.0,326.0,1
Atego quinta roda,Atego quinta roda_16,32A,6266.0,6943.0,677.0,1
Atego quinta roda,Atego quinta roda_8,33B,6606.0,7102.0,496.0,2
Atego quinta roda,Atego quinta roda_4,38,6596.0,7229.0,633.0,1
Actros,Actros_17,31B,6692.0,7247.0,555.0,2
Atego (ATP),Atego (ATP)_19,31A,6926.0,7256.0,330.0,1
Atego quinta roda,Atego quinta roda_20,30B,6930.0,7256.0,326.0,2
Atego (ATP),Atego (ATP)_7,32C,4031.0,7494.0,3463.0,1
Accelo,Accelo_6,34A,6377.0,7532.0,1155.0,1
Atego,Atego_21,30A,7260.0,7574.0,314.0,1
Atego quinta roda,Atego quinta roda_20,31B,7256.0,7586.0,330.0,2
Actros,Actros_10,32D,5902.0,7594.0,1692.0,2
Atego quinta roda,Atego quinta roda_18,32A,6926.0,7620.0,694.0,1
Atego (ATP),Atego (ATP)_7,33A,7494.0,7870.0,376.0,1
Atego,Atego_21,31A,7574.0,7888.0,314.0,1
Atego 8x2 e 8x4,Atego 8x2 e 8x4_22,30B,7590.0,7904.0,314.0,2
Accelo,Accelo_6,38,7532.0,8165.0,633.0,1
Actros,Actros_17,32B,7247.0,8212.0,965.0,2
Atego 8x2 e 8x4,Atego 8x2 e 8x4_22,31B,7904.0,8218.0,314.0,2
Atego quinta roda,Atego quinta roda_23,30A,7920.0,8246.0,326.0,1
Atego (ATP),Atego (ATP)_19,32A,7256.0,8297.0,1041.0,1
Atego quinta roda,Atego quinta roda_23,31A,8246.0,8576.0,330.0,1
Actros,Actros_10,33B,7594.0,8709.0,1115.0,2
Atego,Atego_21,32A,7888.0,8711.0,823.0,1
Atego quinta roda,Atego quinta roda_20,32B,7586.0,8769.0,1183.0,2
Atego (ATP),Atego (ATP)_7,34A,7870.0,8795.0,925.0,1
Atego (ATP),Atego (ATP)_25,30A,8580.0,8906.0,326.0,1
Atego quinta roda,Atego quinta roda_13,32D,6459.0,8960.0,2501.0,2
Atego quinta roda,Atego quinta roda_9,32C,4708.0,8980.0,4272.0,1
Actros,Actros_24,30B,8250.0,9002.0,752.0,2
Atego 8x2 e 8x4,Atego 8x2 e 8x4_22,32B,8218.0,9063.0,845.0,2
Actros,Actros_5,34B,6355.0,9132.0,2777.0,2
Atego (ATP),Atego (ATP)_25,31A,8906.0,9236.0,330.0,1
Atego quinta roda,Atego quinta roda_26,30A,8910.0,9236.0,326.0,1
Atego quinta roda,Atego quinta roda_9,33A,8980.0,9356.0,376.0,1
