;;;;;;;;;;;;;;;;;;;
;;;YAMAZUMI;;;;;;;;;;;;;;;;
;;;PROJETO PRODUTIVIDADE 2024;;;;;;;;;;;;;;;;
;Insira os dados para gerar o Yamazumi;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;Atividade;Classificação;Arrefec.;Diesel;Reaperto;5ª Roda;Estepe;Pneu LD;Pneu LE;Aperto LD;Aperto LE;Grade;Mecânica 1;Mecânica 2;Elétrica 1 ;Elétrica 2;Controle ;Motorista;Quis
;Pegar o adaptador do reservatório de líquido de arrefecimento e a mangueira azul utilizada para o respiro de ar.;ÑAG;00:00:07;;;;;;;;;;;;;;;;
;Andar até o veiculo, remover as tampas verde e preta do reservatório de líquido de arrefecimento e posicioná-las sobre o para-lama. Em seguida, rosquear a mangueira azul de respiro e o adaptador no reservatório.;ÑAG;00:00:24;;;;;;;;;;;;;;;;
;Colocar a proteção da porta, remover a tampa do reservatório de fluído da embreagem e rosquear o adaptador para realizar o abastecimento.;ÑAG;00:00:08;;;;;;;;;;;;;;;;
;Ir até à frente do veículo e e remover as tampas das tubulações do sistema de ar-condicionado.;ÑAG;00:00:11;;;;;;;;;;;;;;;;
;Pegar a extensão amarela e conectá-la à tubulação do sistema de ar-condicionado.;ÑAG;00:00:09;;;;;;;;;;;;;;;;
;Andar até a máquina de abastecimento do ar-condicionado, retirar as duas mangueiras e levá-las até o veículo. Conectar uma das mangueiras à extensão amarela e a outra diretamente à tubulação do sistema de ar-condicionado. Pressionar os botões verdes para iniciar o processo.;AGR;00:00:12;;;;;;;;;;;;;;;;
;Andar até a máquina de abastecimento da embreagem, retirar a mangueira e levá-la até o veículo, posicionar corretamente a mangueira no adaptador e pressionar o botão verde para iniciar o abastecimento.;AGR;00:00:16;;;;;;;;;;;;;;;;
;Voltar até a máquina para pegar mangueira do abastecimento do líquido de arrefecimento, posicioná-la corretamente, e apertar o botão verde, para fixa-la, e começar o processo de abastecimento do veiculo. ;AGR;00:00:10;;;;;;;;;;;;;;;;
;Esperar o abastecimento, até que o painel da máquina do  ar-condicionado  realize todo processo, indicando a cor verde. ;ÑAG;00:02:04;;;;;;;;;;;;;;;;
;Andar até o veículo, aperte o botão vermelho para solta e levar as mangueiras para o ponto inicial. ;ÑAG;00:00:09;;;;;;;;;;;;;;;;
;Voltar para pegar a extensão amarela, roquear as  tampas das tubulações do ar-condicionado e levar extensão amarela para o posto inicial.;ÑAG;00:00:12;;;;;;;;;;;;;;;;
;Esperar que o processo de enchimento do reservatório de óleo de embreagem termine.;ÑAG;00:00:16;;;;;;;;;;;;;;;;
;No painel da máquina, verifique se ficou na cor verde, após isso,  aperta o botão vermelho na mangueira, para soltar o adaptador de embreagem e colocar as mangueiras no ponto de descanso;AGR;00:00:03;;;;;;;;;;;;;;;;
;Voltar ao veículo, tirar adaptador de embreagem e proteção de portas, colocando a tampa de embreagem.;AGR;00:00:13;;;;;;;;;;;;;;;;
;Guardar nas suas posições corretas.;ÑAG;00:00:06;;;;;;;;;;;;;;;;
;Voltar ao veículo, aperte o botão da mangueira de arrefecimento para soltar do adaptador e voltar para o ponto de descanso;AGR;00:00:06;;;;;;;;;;;;;;;;
;Voltar ao veículo, desrosquear o adaptador e a mangueira do respiro, guardando-os no local correto, fechar as tampas do reservatório do líquido de arrefecimento.;ÑAG;00:00:24;;;;;;;;;;;;;;;;
;Voltar ao posto inicial.;ÑAG;00:00:06;;;;;;;;;;;;;;;;
;Pegar o adaptador para o abastecimento de ar, levar até o veiculo, rosquear o adaptador de ar na APU.;ÑAG;;00:00:31;;;;;;;;;;;;;;;
;Remover a tampa provisória do tanque de combustível, do reservatório de arla e soltar o tubulação para realizar a sangria.;ÑAG;;00:00:06;;;;;;;;;;;;;;;
;Andar até as mangueiras do abastecimento do ar de ar comprimido;ÑAG;;00:00:06;;;;;;;;;;;;;;;
;Tirar as mangueiras do suporte, posicionar no adaptador e apertar a botoeira para começar o processo de abastecimento do ar;AGR;;00:00:16;;;;;;;;;;;;;;;
;Andar até a máquina de abastecimento de diesel e arla;ÑAG;;00:00:06;;;;;;;;;;;;;;;
;Pegar a mangueira de abastecimento de arla, posicioná-la corretamente no reservatório e acionar o gatilho da pistola.;AGR;;00:00:08;;;;;;;;;;;;;;;
;Pegar a mangueira de abastecimento de diesel, posicioná-la corretamente no reservatório e acionar o gatilho da pistola.;AGR;;00:00:08;;;;;;;;;;;;;;;
;Pegar a máquina de recuar a haste do cilindro de freio, banco auxiliar, e levá-los até o veículo.;AGR;;00:00:15;;;;;;;;;;;;;;;
;Remover a porca da haste do cilindro de freio, retirar a haste com arruela, reposicionar a haste em outra furação no cilindro, colocar a arruela e recolar a porca, realizando o aperto.;AGR;;00:00:29;;;;;;;;;;;;;;;
;Deslocar-se até o outro cilindro do eixo do veículo.;ÑAG;;00:00:06;;;;;;;;;;;;;;;
;Verificar no painel da máquina se o abastecimento de arla foi concluído, deslocar-se até o veículo, remover a pistola do arla e devolvê-la à sua posição inicial.;AGR;;00:00:18;;;;;;;;;;;;;;;
;Pegar a tampa do arla e montar no reservatório.;AGR;;00:00:06;;;;;;;;;;;;;;;
