modelo,nome,posto,entrada,saida,duracao,perna
Accelo,Accelo_0,30A,330.0,583.0,253.0,1
Accelo,Accelo_0,31A,583.0,899.0,316.0,1
Accelo,Accelo_2,30A,990.0,1243.0,253.0,1
Actros,Actros_1,30B,660.0,1412.0,752.0,2
Accelo,Accelo_2,31A,1243.0,1559.0,316.0,1
Accelo,Accelo_0,32A,899.0,1967.0,1068.0,1
Actros,Actros_1,31B,1412.0,1967.0,555.0,2
Actros,Actros_4,30B,1412.0,2164.0,752.0,2
Actros,Actros_4,31B,2164.0,2719.0,555.0,2
Accelo,Accelo_6,30A,2494.0,2747.0,253.0,1
Arocs,Arocs_5,30B,2164.0,2916.0,752.0,2
Actros,Actros_1,32B,1967.0,2932.0,965.0,2
Accelo,Accelo_2,32A,1559.0,3035.0,1476.0,1
Accelo,Accelo_6,31A,2747.0,3063.0,316.0,1
Atego,Atego_7,30A,2824.0,3138.0,314.0,1
Atego,Atego_7,31A,3138.0,3452.0,314.0,1
Atego,Atego_8,30A,3154.0,3468.0,314.0,1
Arocs,Arocs_5,31B,2916.0,3471.0,555.0,2
Accelo,Accelo_0,32C,1967.0,3546.0,1579.0,1
Atego,Atego_8,31A,3468.0,3782.0,314.0,1
Actros,Actros_4,32B,2719.0,3897.0,1178.0,2
Actros,Actros_1,32D,2932.0,3920.0,988.0,2
Atego,Atego_14,30A,3814.0,4128.0,314.0,1
Accelo,Accelo_6,32A,3063.0,4131.0,1068.0,1
Arocs,Arocs_9,30B,3484.0,4236.0,752.0,2
Atego,Atego_14,31A,4128.0,4442.0,314.0,1
Arocs,Arocs_9,31B,4236.0,4791.0,555.0,2
Arocs,Arocs_5,32B,3471.0,4862.0,1391.0,2
Actros,Actros_4,32D,3897.0,4908.0,1011.0,2
Actros,Actros_16,30B,4236.0,4988.0,752.0,2
Accelo,Accelo_2,32C,3035.0,5125.0,2090.0,1
Accelo,Accelo_0,33A,3546.0,5129.0,1583.0,1
Atego,Atego_7,32A,3452.0,5265.0,1813.0,1
Actros,Actros_16,31B,4988.0,5543.0,555.0,2
Accelo,Accelo_19,30A,5318.0,5571.0,253.0,1
Actros,Actros_17,30B,4988.0,5740.0,752.0,2
Arocs,Arocs_9,32B,4791.0,5827.0,1036.0,2
Accelo,Accelo_19,31A,5571.0,5887.0,316.0,1
Arocs,Arocs_5,32D,4862.0,5896.0,1034.0,2
Actros,Actros_17,31B,5740.0,6295.0,555.0,2
Accelo,Accelo_21,30A,6070.0,6323.0,253.0,1
Atego,Atego_8,32A,3782.0,6399.0,2617.0,1
Arocs,Arocs_20,30B,5740.0,6492.0,752.0,2
Accelo,Accelo_0,34A,5129.0,6605.0,1476.0,1
Accelo,Accelo_21,31A,6323.0,6639.0,316.0,1
Accelo,Accelo_6,32C,4131.0,6704.0,2573.0,1
Accelo,Accelo_2,33A,5125.0,6712.0,1587.0,1
Atego,Atego_22,30A,6400.0,6714.0,314.0,1
Actros,Actros_16,32B,5543.0,6792.0,1249.0,2
Arocs,Arocs_9,32D,5827.0,6884.0,1057.0,2
Atego,Atego_22,31A,6714.0,7028.0,314.0,1
Arocs,Arocs_20,31B,6492.0,7047.0,555.0,2
Actros,Actros_1,33B,3920.0,7265.0,3345.0,2
Actros,Actros_23,30B,6730.0,7482.0,752.0,2
Atego,Atego_14,32A,4442.0,7533.0,3091.0,1
Accelo,Accelo_0,38,6605.0,7626.0,1021.0,1
Actros,Actros_17,32B,6295.0,7757.0,1462.0,2
Actros,Actros_16,32D,6792.0,7872.0,1080.0,2
Actros,Actros_23,31B,7482.0,8037.0,555.0,2
Accelo,Accelo_31,30A,7812.0,8065.0,253.0,1
Accelo,Accelo_2,34A,6712.0,8188.0,1476.0,1
Arocs,Arocs_30,30B,7482.0,8234.0,752.0,2
Atego,Atego_7,32C,5265.0,8283.5,3018.5,1
Accelo,Accelo_6,33A,6704.0,8295.0,1591.0,1
Accelo,Accelo_31,31A,8065.0,8381.0,316.0,1
Atego,Atego_32,30A,8142.0,8456.0,314.0,1
Accelo,Accelo_19,32A,5887.0,8601.0,2714.0,1
Arocs,Arocs_20,32B,7047.0,8722.0,1675.0,2
Atego,Atego_32,31A,8456.0,8770.0,314.0,1
Arocs,Arocs_30,31B,8234.0,8789.0,555.0,2
Atego (ATP),Atego (ATP)_33,30A,8472.0,8798.0,326.0,1
Actros,Actros_17,32D,7757.0,8860.0,1103.0,2
Atego (ATP),Atego (ATP)_33,31A,8798.0,9128.0,330.0,1
Accelo,Accelo_2,38,8188.0,9209.0,1021.0,1
Actros,Actros_35,30B,8802.0,9554.0,752.0,2
Accelo,Accelo_21,32A,6639.0,9669.0,3030.0,1
Actros,Actros_23,32B,8037.0,9687.0,1650.0,2
Accelo,Accelo_6,34A,8295.0,9771.0,1476.0,1
Arocs,Arocs_20,32D,8722.0,9848.0,1126.0,2
Atego,Atego_8,32C,6399.0,9863.0,3464.0,1
Atego,Atego_7,33A,8283.5,10059.0,1775.5,1
Actros,Actros_35,31B,9554.0,10109.0,555.0,2
Accelo,Accelo_37,30A,9884.0,10137.0,253.0,1
Actros,Actros_36,30B,9554.0,10306.0,752.0,2
Accelo,Accelo_37,31A,10137.0,10453.0,316.0,1
Actros,Actros_4,33B,4908.0,10610.0,5702.0,2
Arocs,Arocs_30,32B,8789.0,10652.0,1863.0,2
Accelo,Accelo_6,38,9771.0,10792.0,1021.0,1
Atego,Atego_22,32A,7028.0,10803.0,3775.0,1
Actros,Actros_23,32D,9687.0,10836.0,1149.0,2
Actros,Actros_36,31B,10306.0,10861.0,555.0,2
Actros,Actros_38,30B,10306.0,11058.0,752.0,2
Atego,Atego_14,32C,7533.0,11442.5,3909.5,1
Atego,Atego_7,34A,10059.0,11525.5,1466.5,1
Actros,Actros_38,31B,11058.0,11613.0,555.0,2
Actros,Actros_35,32B,10109.0,11617.0,1508.0,2
Atego,Atego_43,30A,11388.0,11702.0,314.0,1
Actros,Actros_42,30B,11058.0,11810.0,752.0,2
Atego,Atego_8,33A,9863.0,11823.0,1960.0,1
Arocs,Arocs_30,32D,10652.0,11824.0,1172.0,2
Accelo,Accelo_31,32A,8381.0,11871.0,3490.0,1
Atego,Atego_43,31A,11702.0,12016.0,314.0,1
Actros,Actros_42,31B,11810.0,12365.0,555.0,2
Atego,Atego_7,38,11525.5,12546.5,1021.0,1
Actros,Actros_45,30B,11810.0,12562.0,752.0,2
Actros,Actros_36,32B,10861.0,12582.0,1721.0,2
Actros,Actros_35,32D,11617.0,12812.0,1195.0,2
Atego,Atego_32,32A,8770.0,13005.0,4235.0,1
Accelo,Accelo_19,32C,8601.0,13021.5,4420.5,1
Actros,Actros_1,34B,7265.0,13058.0,5793.0,2
Actros,Actros_45,31B,12562.0,13117.0,555.0,2
Atego,Atego_47,30A,12892.0,13206.0,314.0,1
Atego,Atego_8,34A,11823.0,13289.5,1466.5,1
Actros,Actros_46,30B,12562.0,13314.0,752.0,2
Accelo,Accelo_48,30A,13222.0,13475.0,253.0,1
Atego,Atego_47,31A,13206.0,13520.0,314.0,1
Actros,Actros_38,32B,11613.0,13547.0,1934.0,2
Arocs,Arocs_5,33B,5896.0,13579.0,7683.0,2
Atego,Atego_14,33A,11442.5,13587.0,2144.5,1
Actros,Actros_36,32D,12582.0,13800.0,1218.0,2
Accelo,Accelo_48,31A,13475.0,13836.0,361.0,1
Actros,Actros_46,31B,13314.0,13869.0,555.0,2
Accelo,Accelo_55,30A,13882.0,14135.0,253.0,1
Arocs,Arocs_53,30B,13552.0,14304.0,752.0,2
Atego,Atego_8,38,13289.5,14310.5,1021.0,1
Atego (ATP),Atego (ATP)_33,32A,9128.0,14402.0,5274.0,1
Accelo,Accelo_55,31A,14135.0,14451.0,316.0,1
