modelo,nome,posto,perna,fila,processo,entrada,saida,duracao
Accelo,Accelo_0,30A,1,0.0,253.0,330.0,583.0,253.0
Accelo,Accelo_0,31A,1,0.0,316.0,583.0,899.0,316.0
Accelo,Accelo_1,30B,2,0.0,253.0,660.0,913.0,253.0
Accelo,Accelo_1,31B,2,0.0,316.0,913.0,1229.0,316.0
Accelo,Accelo_0,32A,1,0.0,354.0,899.0,1253.0,354.0
Atego (ATP),Atego (ATP)_2,30A,1,0.0,326.0,990.0,1316.0,326.0
Accelo,Accelo_1,32B,2,0.0,354.0,1229.0,1583.0,354.0
Atego (ATP),Atego (ATP)_2,31A,1,0.0,330.0,1316.0,1646.0,330.0
Accelo,Accelo_0,32C,1,0.0,561.0,1253.0,1814.0,561.0
Actros,Actros_3,32D,2,0.0,494.0,1320.0,1814.0,494.0
Atego,Atego_4,30A,1,0.0,314.0,1650.0,1964.0,314.0
Accelo,Accelo_0,33A,1,0.0,369.0,1814.0,2183.0,369.0
Actros,Actros_3,33B,2,0.0,407.0,1814.0,2221.0,407.0
Accelo,Accelo_5,30B,2,0.0,253.0,1980.0,2233.0,253.0
Atego,Atego_4,31A,1,0.0,314.0,1964.0,2278.0,314.0
Atego (ATP),Atego (ATP)_2,32A,1,0.0,677.0,1646.0,2323.0,677.0
Accelo,Accelo_1,32D,2,231.0,561.0,1814.0,2375.0,561.0
Accelo,Accelo_5,31B,2,0.0,316.0,2233.0,2549.0,316.0
Atego,Atego_4,32A,1,45.0,414.0,2323.0,2737.0,414.0
Accelo,Accelo_1,33B,2,0.0,369.0,2375.0,2744.0,369.0
Arocs,Arocs_6,32C,1,0.0,494.0,2310.0,2804.0,494.0
Accelo,Accelo_0,34A,1,0.0,671.0,2183.0,2854.0,671.0
Accelo,Accelo_5,32B,2,0.0,354.0,2549.0,2903.0,354.0
Atego,Atego_7,30B,2,0.0,314.0,2640.0,2954.0,314.0
Arocs,Arocs_6,33A,1,0.0,407.0,2804.0,3211.0,407.0
Accelo,Accelo_8,30A,1,0.0,253.0,2970.0,3223.0,253.0
Atego,Atego_7,31B,2,0.0,314.0,2954.0,3268.0,314.0
Accelo,Accelo_1,34B,2,0.0,671.0,2744.0,3415.0,671.0
Accelo,Accelo_5,32D,2,0.0,561.0,2903.0,3464.0,561.0
Accelo,Accelo_0,38,1,0.0,633.0,2854.0,3487.0,633.0
Accelo,Accelo_8,31A,1,0.0,316.0,3223.0,3539.0,316.0
Atego (ATP),Atego (ATP)_2,32C,1,481.0,815.0,2804.0,3619.0,815.0
Atego,Atego_7,32B,2,0.0,414.0,3268.0,3682.0,414.0
Accelo,Accelo_5,33B,2,0.0,369.0,3464.0,3833.0,369.0
Accelo,Accelo_8,32A,1,0.0,354.0,3539.0,3893.0,354.0
Atego,Atego_10,30A,1,0.0,314.0,3630.0,3944.0,314.0
Actros,Actros_9,32D,2,164.0,494.0,3464.0,3958.0,494.0
Atego (ATP),Atego (ATP)_2,33A,1,0.0,376.0,3619.0,3995.0,376.0
Accelo,Accelo_1,39,2,0.0,633.0,3415.0,4048.0,633.0
Atego,Atego_4,32C,1,882.0,544.0,3619.0,4163.0,544.0
