modelo,nome,posto,entrada,saida,duracao,perna
Actros,Actros_0,30B,330.0,1082.0,752.0,2
Actros,Actros_0,31B,1082.0,1637.0,555.0,2
Atego,Atego_2,30A,1412.0,1726.0,314.0,1
Actros,Actros_1,30B,1082.0,1834.0,752.0,2
Atego,Atego_2,31A,1726.0,2040.0,314.0,1
Atego,Atego_3,30A,1742.0,2056.0,314.0,1
Atego,Atego_3,31A,2056.0,2370.0,314.0,1
Actros,Actros_1,31B,1834.0,2389.0,555.0,2
Actros,Actros_0,32B,1637.0,2602.0,965.0,2
Accelo,Accelo_6,30A,2402.0,2655.0,253.0,1
Arocs,Arocs_4,30B,2072.0,2824.0,752.0,2
Accelo,Accelo_6,31A,2655.0,2971.0,316.0,1
Atego,Atego_2,32A,2040.0,3174.0,1134.0,1
Arocs,Arocs_4,31B,2824.0,3379.0,555.0,2
Atego,Atego_8,30A,3154.0,3468.0,314.0,1
Actros,Actros_1,32B,2389.0,3567.0,1178.0,2
Arocs,Arocs_7,30B,2824.0,3576.0,752.0,2
Actros,Actros_0,32D,2602.0,3590.0,988.0,2
Atego,Atego_8,31A,3468.0,3782.0,314.0,1
Arocs,Arocs_7,31B,3576.0,4131.0,555.0,2
Accelo,Accelo_10,30A,3906.0,4159.0,253.0,1
Atego,Atego_3,32A,2370.0,4308.0,1938.0,1
Arocs,Arocs_9,30B,3576.0,4328.0,752.0,2
Accelo,Accelo_10,31A,4159.0,4475.0,316.0,1
Arocs,Arocs_4,32B,3379.0,4532.0,1153.0,2
Atego,Atego_11,30A,4236.0,4550.0,314.0,1
Actros,Actros_1,32D,3567.0,4578.0,1011.0,2
Atego,Atego_2,32C,3174.0,4753.5,1579.5,1
Atego,Atego_11,31A,4550.0,4864.0,314.0,1
Arocs,Arocs_9,31B,4328.0,4883.0,555.0,2
Atego 8x2 e 8x4,Atego 8x2 e 8x4_13,30B,4896.0,5210.0,314.0,2
Accelo,Accelo_6,32A,2971.0,5376.0,2405.0,1
Arocs,Arocs_7,32B,4131.0,5497.0,1366.0,2
Atego 8x2 e 8x4,Atego 8x2 e 8x4_13,31B,5210.0,5524.0,314.0,2
Atego,Atego_15,30A,5226.0,5540.0,314.0,1
Arocs,Arocs_4,32D,4532.0,5566.0,1034.0,2
Atego,Atego_15,31A,5540.0,5854.0,314.0,1
Atego,Atego_17,30A,5556.0,5870.0,314.0,1
Atego,Atego_17,31A,5870.0,6184.0,314.0,1
Atego,Atego_3,32C,4308.0,6333.0,2025.0,1
Arocs,Arocs_9,32B,4883.0,6462.0,1579.0,2
Accelo,Accelo_19,30A,6216.0,6469.0,253.0,1
Atego,Atego_8,32A,3782.0,6510.0,2728.0,1
Atego,Atego_2,33A,4753.5,6517.5,1764.0,1
Arocs,Arocs_7,32D,5497.0,6554.0,1057.0,2
Arocs,Arocs_18,30B,5886.0,6638.0,752.0,2
Atego 8x2 e 8x4,Atego 8x2 e 8x4_13,32B,5524.0,6756.0,1232.0,2
Accelo,Accelo_19,31A,6469.0,6785.0,316.0,1
Arocs,Arocs_18,31B,6638.0,7193.0,555.0,2
Accelo,Accelo_21,30A,6968.0,7221.0,253.0,1
